time1,sites,transects,year_intervals,time,times,groups,alphaD,alphaD2,spe_sta,spe_asy,alpha_sta
1,NAPL,6,4-year,2010-2013,Ante-heat,SESSILE INVERT,2.656756907,0.735373117,0.254397396,0.224729744,0.479127141
1,NAPL,7,4-year,2010-2013,Ante-heat,SESSILE INVERT,2.818398258,1.346906736,-0.065493445,1.515002978,1.449509533
1,NAPL,8,4-year,2010-2013,Ante-heat,SESSILE INVERT,2.931193752,1.16370938,0.241752222,0.660717345,0.902469566
2,NAPL,1,4-year,2014-2017,Post-heat,SESSILE INVERT,2.788092909,1.395836462,0.107508681,0.321165344,0.428674025
2,NAPL,2,4-year,2014-2017,Post-heat,SESSILE INVERT,2.708050201,1.44311717,0.295329202,0.606543314,0.901872516
2,NAPL,3,4-year,2014-2017,Post-heat,SESSILE INVERT,2.90416508,0.427165719,0.520409791,0.154407026,0.674816817
2,NAPL,4,4-year,2014-2017,Post-heat,SESSILE INVERT,1.832581464,0.012278589,1.129943435,0.015654848,1.145598283
2,NAPL,5,4-year,2014-2017,Post-heat,SESSILE INVERT,3.056356895,0.909873048,0.375919875,0.810709916,1.186629792
2,NAPL,6,4-year,2014-2017,Post-heat,SESSILE INVERT,2.983153491,0.782594795,0.138872676,0.646928789,0.785801465
2,NAPL,7,4-year,2014-2017,Post-heat,SESSILE INVERT,2.564949357,1.138880828,-0.275507882,0.669700297,0.394192415
2,NAPL,8,4-year,2014-2017,Post-heat,SESSILE INVERT,2.917770732,1.174171504,0.156407326,0.52644059,0.682847916
1,NAPL,1,4-year,2010-2013,Ante-heat,FISH,2.374905755,1.464803009,0.067819422,2.179022251,2.246841673
1,NAPL,2,4-year,2010-2013,Ante-heat,FISH,2.442347035,1.385472857,-0.371116102,0.45623972,0.085123618
1,NAPL,3,4-year,2010-2013,Ante-heat,FISH,2.351375257,1.648196494,-0.136211096,1.480999632,1.344788535
1,NAPL,4,4-year,2010-2013,Ante-heat,FISH,1.981001469,0.545874578,-0.479219769,0.698203353,0.218983583
1,NAPL,5,4-year,2010-2013,Ante-heat,FISH,2.420368129,1.280320268,-0.043191267,1.584371681,1.541180414
1,NAPL,6,4-year,2010-2013,Ante-heat,FISH,2.442347035,1.147255083,-0.087948003,1.737132126,1.649184123
1,NAPL,7,4-year,2010-2013,Ante-heat,FISH,2.505525937,1.449098198,-0.230421752,1.596000344,1.365578592
1,NAPL,8,4-year,2010-2013,Ante-heat,FISH,2.374905755,1.193982212,-0.002456442,0.928926981,0.926470539
2,NAPL,1,4-year,2014-2017,Post-heat,FISH,2.277267285,1.339209328,-0.423748372,0.40328889,-0.020459481
2,NAPL,2,4-year,2014-2017,Post-heat,FISH,2.302585093,0.970449395,-0.370716692,0.8624383,0.491721606
2,NAPL,3,4-year,2014-2017,Post-heat,FISH,2.1690537,1.069148511,0.117296954,0.526428339,0.643725292
2,NAPL,4,4-year,2014-2017,Post-heat,FISH,1.32175584,0.503453562,-0.333300906,1.032457233,0.699156326
2,NAPL,5,4-year,2014-2017,Post-heat,FISH,2.251291799,1.328491661,-0.187903996,0.694891804,0.506987808
2,NAPL,6,4-year,2014-2017,Post-heat,FISH,2.327277706,1.039386546,0.041131661,0.653990032,0.695121694
2,NAPL,7,4-year,2014-2017,Post-heat,FISH,2.140066163,1.034685847,-0.23348548,0.497069487,0.263584007
2,NAPL,8,4-year,2014-2017,Post-heat,FISH,2.351375257,1.462853791,-0.303529598,0.490532034,0.187002435
1,NAPL,1,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.463853241,0.874560521,0.288525924,0.795164764,1.083690688
1,NAPL,2,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.374905755,0.920138789,0.951935397,0.773750966,1.725686363
1,NAPL,3,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.442347035,1.008365812,0.284874015,0.42458221,0.709456224
1,NAPL,4,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.302585093,0.874691697,-0.261502719,0.659047588,0.397544869
1,NAPL,5,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.351375257,0.855281381,0.346129013,0.393197718,0.739326731
1,NAPL,6,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.327277706,0.924895415,0.351916014,1.01241426,1.364330274
1,NAPL,7,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.374905755,1.201877396,0.51734012,1.084611847,1.601951967
1,NAPL,8,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.420368129,1.395191507,0.151658163,0.485191075,0.636849237
2,NAPL,1,4-year,2014-2017,Post-heat,MOBILE INVERT,2.197224577,0.61426571,-0.081267251,0.334244385,0.252977134
2,NAPL,2,4-year,2014-2017,Post-heat,MOBILE INVERT,2.047692843,0.790054966,-0.330520595,0.083512903,-0.247007692
2,NAPL,3,4-year,2014-2017,Post-heat,MOBILE INVERT,2.397895273,0.602831958,0.157867936,0.3877752,0.545643136
2,NAPL,4,4-year,2014-2017,Post-heat,MOBILE INVERT,1.791759469,1.021270179,-0.404551526,0.400964588,-0.003586937
2,NAPL,5,4-year,2014-2017,Post-heat,MOBILE INVERT,2.140066163,0.866611943,0.00871067,0.964676292,0.973386961
2,NAPL,6,4-year,2014-2017,Post-heat,MOBILE INVERT,2.140066163,0.898391408,0.030954782,0.661345993,0.692300774
2,NAPL,7,4-year,2014-2017,Post-heat,MOBILE INVERT,1.981001469,0.987260494,-0.49224354,0.571423153,0.079179612
2,NAPL,8,4-year,2014-2017,Post-heat,MOBILE INVERT,2.1690537,1.19441064,0.053391368,0.458064811,0.511456179
1,NAPL,1,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,2.505525937,1.447472049,0.233996157,1.59105373,1.825049887
1,NAPL,2,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,2.545531272,1.461714813,0.158613655,0.751208366,0.909822021
1,NAPL,3,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,2.525728644,1.287896465,0.343627849,0.904682919,1.248310768
1,NAPL,4,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,1.749199855,0.704139635,-0.462007127,0.233919697,-0.22808743
1,NAPL,5,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,2.442347035,0.765958962,-0.019623718,0.529502744,0.509879026
1,NAPL,6,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,2.48490665,1.3796468,0.17916933,1.239802456,1.418971785
1,NAPL,7,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,2.505525937,1.423349381,0.571531592,0.99075543,1.562287022
1,NAPL,8,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,2.374905755,1.449397266,0.192403451,0.494533454,0.686936905
2,NAPL,1,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.442347035,1.477713799,0.491413601,0.822271102,1.313684703
2,NAPL,2,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.351375257,1.409332537,0.383671727,0.6352295,1.018901227
2,NAPL,3,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.327277706,1.111357958,-0.245705304,0.926869987,0.681164682
2,NAPL,4,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.1690537,1.050655865,-0.278847988,0.515448697,0.236600709
2,NAPL,5,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.351375257,1.08878274,-0.332514894,0.806400391,0.473885496
2,NAPL,6,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.48490665,1.462295422,-0.106311653,0.49010181,0.383790157
2,NAPL,7,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.374905755,1.424521647,0.426357358,0.676150425,1.102507783
2,NAPL,8,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.224623552,1.30653705,0.78739997,0.611313918,1.398713888
1,NAPL,1,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.856470206,0.951074415,0.287885307,0.694896092,0.982781399
1,NAPL,2,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.533696814,1.30799321,0.237070848,0.771640732,1.008711581
1,NAPL,3,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.785011242,0.350794592,0.837218654,0.394656181,1.231874835
1,NAPL,4,5-year,2009-2013,Ante-heat,SESSILE INVERT,1.85629799,0.01642327,1.187902819,0.032574455,1.220477274
1,NAPL,5,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.63905733,0.876242329,-0.058409593,0.365864786,0.307455193
1,NAPL,6,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.785011242,0.760374676,0.269331225,0.254675605,0.52400683
1,NAPL,7,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.890371758,1.156197871,-0.296772998,0.411674432,0.114901433
1,NAPL,8,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.975529566,1.233409994,0.182067009,0.79442141,0.976488419
2,NAPL,1,5-year,2014-2018,Post-heat,SESSILE INVERT,2.797281335,1.28763587,0.181722541,0.363248006,0.544970547
2,NAPL,2,5-year,2014-2018,Post-heat,SESSILE INVERT,2.708050201,1.482741166,0.282795076,0.496814763,0.779609839
2,NAPL,3,5-year,2014-2018,Post-heat,SESSILE INVERT,2.901421594,0.500153324,0.435178757,0.205826419,0.641005175
2,NAPL,4,5-year,2014-2018,Post-heat,SESSILE INVERT,1.85629799,0.014689143,0.884068989,0.017894493,0.901963482
2,NAPL,5,5-year,2014-2018,Post-heat,SESSILE INVERT,3.034952987,0.849053668,0.07188156,0.350869589,0.422751149
2,NAPL,6,5-year,2014-2018,Post-heat,SESSILE INVERT,3.005682604,0.836446224,0.156361283,0.786405151,0.942766433
2,NAPL,7,5-year,2014-2018,Post-heat,SESSILE INVERT,2.564949357,1.154822566,-0.119092325,0.47001876,0.350926435
2,NAPL,8,5-year,2014-2018,Post-heat,SESSILE INVERT,2.954910279,1.227420514,0.236879864,0.419673879,0.656553743
1,NAPL,1,5-year,2009-2013,Ante-heat,FISH,2.379546134,1.51791514,-0.025802324,1.09379968,1.067997356
1,NAPL,2,5-year,2009-2013,Ante-heat,FISH,2.451005098,1.473283085,-0.429136077,0.443343705,0.014207628
1,NAPL,3,5-year,2009-2013,Ante-heat,FISH,2.282382386,1.591963241,-0.278028413,1.031181538,0.753153125
1,NAPL,4,5-year,2009-2013,Ante-heat,FISH,1.85629799,0.532699738,-0.590982162,0.587817141,-0.003165019
1,NAPL,5,5-year,2009-2013,Ante-heat,FISH,2.468099531,1.349592357,-0.094463467,0.532321353,0.437857886
1,NAPL,6,5-year,2009-2013,Ante-heat,FISH,2.451005098,1.209085795,-0.186983891,1.726796634,1.539812742
1,NAPL,7,5-year,2009-2013,Ante-heat,FISH,2.433613355,1.137928648,-0.304180521,1.096975442,0.792794922
1,NAPL,8,5-year,2009-2013,Ante-heat,FISH,2.360854001,1.088728446,0.029909895,0.859977509,0.889887404
2,NAPL,1,5-year,2014-2018,Post-heat,FISH,2.240709689,1.329028171,-0.539308054,0.735276483,0.195968429
2,NAPL,2,5-year,2014-2018,Post-heat,FISH,2.282382386,1.06082349,-0.411780301,0.831677066,0.419896764
2,NAPL,3,5-year,2014-2018,Post-heat,FISH,2.079441542,0.928961391,-0.161894348,0.950127944,0.788233595
2,NAPL,4,5-year,2014-2018,Post-heat,FISH,1.335001067,0.549154653,-0.439127666,1.224396476,0.785268811
2,NAPL,5,5-year,2014-2018,Post-heat,FISH,2.240709689,1.103666162,-0.46996528,0.445955165,-0.024010114
2,NAPL,6,5-year,2014-2018,Post-heat,FISH,2.261763098,0.943459157,-0.136093827,0.993350538,0.857256711
2,NAPL,7,5-year,2014-2018,Post-heat,FISH,2.151762203,1.067280998,-0.229250062,0.618210634,0.388960573
2,NAPL,8,5-year,2014-2018,Post-heat,FISH,2.32238772,1.468189102,-0.239016425,0.61722594,0.378209515
1,NAPL,1,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.501435952,0.925030995,0.389096616,0.791108493,1.180205108
1,NAPL,2,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.397895273,0.978740716,0.922880726,0.489278001,1.412158727
1,NAPL,3,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.415913778,1.04752881,0.279389125,0.486833312,0.766222436
1,NAPL,4,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.219203484,0.814093817,-0.382065322,0.686465637,0.304400316
1,NAPL,5,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.379546134,0.934134663,0.180933123,0.380974869,0.561907992
1,NAPL,6,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.379546134,0.987935768,0.362360519,1.026327058,1.388687578
1,NAPL,7,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.341805806,1.181834963,0.392693027,1.345494618,1.738187645
1,NAPL,8,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.451005098,1.301438334,0.204255444,0.461385762,0.665641206
2,NAPL,1,5-year,2014-2018,Post-heat,MOBILE INVERT,2.261763098,0.710983496,-0.125229788,0.54178051,0.416550723
2,NAPL,2,5-year,2014-2018,Post-heat,MOBILE INVERT,2.151762203,0.906876839,-0.380728053,0.304935236,-0.075792817
2,NAPL,3,5-year,2014-2018,Post-heat,MOBILE INVERT,2.379546134,0.709179582,0.09581197,0.377321656,0.473133626
2,NAPL,4,5-year,2014-2018,Post-heat,MOBILE INVERT,1.824549292,0.955824649,-0.625598273,0.3979694,-0.227628873
2,NAPL,5,5-year,2014-2018,Post-heat,MOBILE INVERT,2.151762203,0.921819638,-0.069997865,1.011000586,0.941002721
2,NAPL,6,5-year,2014-2018,Post-heat,MOBILE INVERT,2.128231706,0.877115347,0.012532047,0.808352633,0.82088468
2,NAPL,7,5-year,2014-2018,Post-heat,MOBILE INVERT,2.079441542,1.074104098,-0.501757505,0.426256858,-0.075500648
2,NAPL,8,5-year,2014-2018,Post-heat,MOBILE INVERT,2.197224577,1.2437857,-0.115628466,0.56400458,0.448376115
1,NAPL,1,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.533696814,1.17579723,0.110432256,1.532697563,1.64312982
1,NAPL,2,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.451005098,1.406806186,-0.002958771,0.637493627,0.634534856
1,NAPL,3,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.451005098,1.374406221,0.130002415,0.613504414,0.74350683
1,NAPL,4,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.824549292,0.691942027,-0.237946838,0.259670743,0.021723905
1,NAPL,5,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.451005098,0.679594514,0.088721882,0.555711568,0.644433451
1,NAPL,6,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.468099531,1.089872418,0.033298201,1.081172285,1.114470486
1,NAPL,7,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.517696473,1.205489447,0.250904471,1.075181979,1.32608645
1,NAPL,8,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.341805806,1.216267831,0.04181651,0.687712935,0.729529446
2,NAPL,1,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.415913778,1.322597696,0.275693672,0.718232478,0.99392615
2,NAPL,2,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.282382386,1.464140659,0.156203873,0.435133149,0.591337022
2,NAPL,3,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.197224577,1.124133249,-0.348351289,0.713213382,0.364862092
2,NAPL,4,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.128231706,1.104294494,-0.352457444,0.617480033,0.265022589
2,NAPL,5,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.341805806,1.182475286,-0.395001831,0.708622729,0.313620898
2,NAPL,6,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.451005098,1.382921483,-0.109700325,0.496259754,0.386559429
2,NAPL,7,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.341805806,1.46719413,0.139580105,0.457731897,0.597312001
2,NAPL,8,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.197224577,1.298174776,0.605262713,0.4036303,1.008893013
1,NAPL,1,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.833213344,0.960018079,0.27473198,0.721492611,0.996224592
1,NAPL,2,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.564949357,1.334592765,0.190139861,0.827172057,1.017311918
1,NAPL,3,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.719100038,0.332377232,0.810658546,0.350359478,1.161018023
1,NAPL,4,6-year,2008-2013,Ante-heat,SESSILE INVERT,1.819158443,0.022194998,1.263598884,0.046631038,1.310229922
1,NAPL,5,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.708050201,0.914187241,-0.047016443,0.394348841,0.347332398
1,NAPL,6,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.793208009,0.786600645,0.180824801,0.346013414,0.526838214
1,NAPL,7,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.926739402,1.088767837,-0.147062426,0.423297938,0.276235512
1,NAPL,8,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.961830722,1.258733245,0.135094663,0.829104628,0.964199291
2,NAPL,1,6-year,2014-2019,Post-heat,SESSILE INVERT,2.833213344,1.268502285,0.16748266,0.336525398,0.504008058
2,NAPL,2,6-year,2014-2019,Post-heat,SESSILE INVERT,2.762117422,1.479448789,0.340327089,0.400058936,0.740386026
2,NAPL,3,6-year,2014-2019,Post-heat,SESSILE INVERT,2.908720896,0.569825074,0.401963325,0.364984357,0.766947682
2,NAPL,4,6-year,2014-2019,Post-heat,SESSILE INVERT,1.897119985,0.016040256,0.996461605,0.024183233,1.020644838
2,NAPL,5,6-year,2014-2019,Post-heat,SESSILE INVERT,3.028522097,0.736179789,0.096982512,0.370724669,0.467707182
2,NAPL,6,6-year,2014-2019,Post-heat,SESSILE INVERT,3.012261575,0.854031483,0.226886491,0.818058153,1.044944644
2,NAPL,7,6-year,2014-2019,Post-heat,SESSILE INVERT,2.685577345,1.136495989,-0.268414791,0.762721819,0.494307028
2,NAPL,8,6-year,2014-2019,Post-heat,SESSILE INVERT,2.970414466,1.286475845,0.231506436,0.54951327,0.781019705
1,NAPL,1,6-year,2008-2013,Ante-heat,FISH,2.351375257,1.518787848,-0.150862449,1.007208078,0.856345629
1,NAPL,2,6-year,2008-2013,Ante-heat,FISH,2.442347035,1.50617731,-0.48275526,0.45192553,-0.030829731
1,NAPL,3,6-year,2008-2013,Ante-heat,FISH,2.178532444,1.401838763,-0.316673106,0.973035052,0.656361945
1,NAPL,4,6-year,2008-2013,Ante-heat,FISH,1.791759469,0.494826056,-0.676607453,0.533928282,-0.14267917
1,NAPL,5,6-year,2008-2013,Ante-heat,FISH,2.470920408,1.304371738,-0.21667978,0.624632099,0.407952319
1,NAPL,6,6-year,2008-2013,Ante-heat,FISH,2.538973871,1.301102465,-0.203764113,1.28475106,1.080986947
1,NAPL,7,6-year,2008-2013,Ante-heat,FISH,2.41293315,1.140734939,-0.393427418,1.193201427,0.799774009
1,NAPL,8,6-year,2008-2013,Ante-heat,FISH,2.427748236,1.17166139,-0.075051487,1.071755201,0.996703714
2,NAPL,1,6-year,2014-2019,Post-heat,FISH,2.268683541,1.30456084,-0.602911118,0.433068137,-0.16984298
2,NAPL,2,6-year,2014-2019,Post-heat,FISH,2.302585093,1.055412926,-0.404568769,0.726991679,0.32242291
2,NAPL,3,6-year,2014-2019,Post-heat,FISH,2.058388132,0.943861684,-0.111736494,1.01405671,0.902320217
2,NAPL,4,6-year,2014-2019,Post-heat,FISH,1.427116356,0.63126792,-0.486130605,1.239173738,0.753043133
2,NAPL,5,6-year,2014-2019,Post-heat,FISH,2.233592221,1.092921374,-0.503005044,0.447708444,-0.055296601
2,NAPL,6,6-year,2014-2019,Post-heat,FISH,2.302585093,0.995174546,-0.500031918,0.153225572,-0.346806345
2,NAPL,7,6-year,2014-2019,Post-heat,FISH,2.140066163,1.083946283,-0.389883971,0.425927851,0.03604388
2,NAPL,8,6-year,2014-2019,Post-heat,FISH,2.268683541,1.381041532,-0.434167792,0.518503502,0.08433571
1,NAPL,1,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.525728644,1.021927572,0.303468365,0.792982614,1.096450978
1,NAPL,2,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.397895273,0.99816072,0.610517694,0.88278005,1.493297743
1,NAPL,3,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.367123614,1.013396509,0.257265608,0.625844111,0.883109719
1,NAPL,4,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.159484249,0.841158625,-0.470954566,0.603635089,0.132680522
1,NAPL,5,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.442347035,1.010680651,0.107340268,0.38270718,0.490047449
1,NAPL,6,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.41293315,1.036911062,0.27743623,0.807236429,1.08467266
1,NAPL,7,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.397895273,1.229695798,0.242860635,1.034269305,1.27712994
1,NAPL,8,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.470920408,1.284317156,0.287216779,0.506202229,0.793419007
2,NAPL,1,6-year,2014-2019,Post-heat,MOBILE INVERT,2.319114395,0.795259186,-0.098688575,0.570927849,0.472239275
2,NAPL,2,6-year,2014-2019,Post-heat,MOBILE INVERT,2.197224577,0.974452258,-0.24276972,0.345295776,0.102526056
2,NAPL,3,6-year,2014-2019,Post-heat,MOBILE INVERT,2.397895273,0.809980315,0.044948022,0.556044489,0.600992511
2,NAPL,4,6-year,2014-2019,Post-heat,MOBILE INVERT,1.897119985,1.042758624,-0.480824143,0.459842415,-0.020981727
2,NAPL,5,6-year,2014-2019,Post-heat,MOBILE INVERT,2.159484249,1.003143008,-0.032430217,1.067872064,1.035441847
2,NAPL,6,6-year,2014-2019,Post-heat,MOBILE INVERT,2.140066163,0.959562191,0.005040087,0.912067684,0.917107772
2,NAPL,7,6-year,2014-2019,Post-heat,MOBILE INVERT,2.100060829,1.158773425,-0.419917811,0.502397687,0.082479876
2,NAPL,8,6-year,2014-2019,Post-heat,MOBILE INVERT,2.197224577,1.270383001,-0.045888845,0.627472119,0.581583274
1,NAPL,1,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.48490665,0.977976759,0.08890266,1.525003243,1.613905904
1,NAPL,2,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.442347035,1.300915141,-0.119322866,0.847030079,0.727707212
1,NAPL,3,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.319114395,1.236144656,-0.046242355,0.469697823,0.423455468
1,NAPL,4,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.921812597,0.769390241,-0.211261028,0.29104349,0.079782462
1,NAPL,5,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.41293315,0.611232021,0.172065905,0.595601067,0.767666973
1,NAPL,6,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.427748236,0.908743152,0.021664386,0.837548937,0.859213323
1,NAPL,7,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.498699972,1.067081608,0.261158357,1.177138506,1.438296863
1,NAPL,8,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.335374915,1.068822179,0.05457675,0.675093243,0.729669992
2,NAPL,1,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.367123614,1.34151345,0.085274261,0.661636661,0.746910923
2,NAPL,2,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.285777975,1.360032789,-0.050991849,0.68951807,0.63852622
2,NAPL,3,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.233592221,1.158715695,-0.289312888,0.795909218,0.506596329
2,NAPL,4,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.079441542,1.040213934,-0.366010238,0.767327014,0.401316775
2,NAPL,5,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.351375257,1.26160225,-0.368846171,0.714722585,0.345876414
2,NAPL,6,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.456735773,1.433503151,0.009801424,0.517080319,0.526881743
2,NAPL,7,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.367123614,1.495782219,-0.005735376,0.4784072,0.472671824
2,NAPL,8,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.233592221,1.36144678,0.419767859,0.369571776,0.789339635
1,NAPL,1,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.858110896,0.850000992,-0.044117372,0.245082994,0.200965623
1,NAPL,2,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.659260037,1.336066115,0.106950938,0.483558183,0.59050912
1,NAPL,3,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.69848075,0.318153117,0.870003685,0.358116299,1.228119984
1,NAPL,4,7-year,2007-2013,Ante-heat,SESSILE INVERT,1.985915484,0.022802556,0.500507489,0.016110092,0.516617581
1,NAPL,5,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.736221078,0.851140911,-0.021567524,0.35369596,0.332128437
1,NAPL,6,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.833213344,0.82131235,0.266246483,0.358400795,0.624647278
1,NAPL,7,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.936891774,1.040326957,-0.026458159,0.396586268,0.370128109
1,NAPL,8,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.988563784,1.322035922,0.090421682,0.911255689,1.001677371
2,NAPL,1,7-year,2014-2020,Post-heat,SESSILE INVERT,2.799021979,1.18715613,0.219577493,0.396779298,0.616356791
2,NAPL,2,7-year,2014-2020,Post-heat,SESSILE INVERT,2.717528945,1.401100915,0.246644573,0.550739625,0.797384198
2,NAPL,3,7-year,2014-2020,Post-heat,SESSILE INVERT,2.882403588,0.64872878,0.292908482,0.342363871,0.635272353
2,NAPL,4,7-year,2014-2020,Post-heat,SESSILE INVERT,1.925290862,0.036538254,0.61716025,0.023385163,0.640545413
2,NAPL,5,7-year,2014-2020,Post-heat,SESSILE INVERT,3.037696473,0.742973646,0.165587104,0.397671221,0.563258324
2,NAPL,6,7-year,2014-2020,Post-heat,SESSILE INVERT,3.030823593,0.888753037,0.085809901,1.045477936,1.131287837
2,NAPL,7,7-year,2014-2020,Post-heat,SESSILE INVERT,2.816263785,1.127025565,-0.193982439,0.786550178,0.59256774
2,NAPL,8,7-year,2014-2020,Post-heat,SESSILE INVERT,3.016934481,1.33827485,0.241926592,0.614037119,0.85596371
1,NAPL,1,7-year,2007-2013,Ante-heat,FISH,2.358154944,1.522449791,-0.218907896,1.108114825,0.889206929
1,NAPL,2,7-year,2007-2013,Ante-heat,FISH,2.460809098,1.536022197,-0.523184567,0.498945882,-0.024238685
1,NAPL,3,7-year,2007-2013,Ante-heat,FISH,2.114532862,1.36438844,-0.353196656,0.877447421,0.524250766
1,NAPL,4,7-year,2007-2013,Ante-heat,FISH,1.717651497,0.460079977,-0.75050364,0.587484889,-0.163018751
1,NAPL,5,7-year,2007-2013,Ante-heat,FISH,2.460809098,1.144087179,-0.435123109,0.872223128,0.437100019
1,NAPL,6,7-year,2007-2013,Ante-heat,FISH,2.531426665,1.209757277,-0.409175979,1.153527718,0.744351739
1,NAPL,7,7-year,2007-2013,Ante-heat,FISH,2.371577964,1.16299782,-0.442876338,1.101212737,0.658336399
1,NAPL,8,7-year,2007-2013,Ante-heat,FISH,2.496741107,1.229944904,-0.177624743,1.141952622,0.96432788
2,NAPL,1,7-year,2014-2020,Post-heat,FISH,2.25878247,1.328692019,-0.619001807,0.450743237,-0.168258571
2,NAPL,2,7-year,2014-2020,Post-heat,FISH,2.273597556,1.059818827,-0.366744733,0.810244102,0.443499368
